date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,winner_loc
2013-11-15,Italy,Germany,1,1,Friendly,Milan,Italy,False,Tie,Tie
2013-11-15,Poland,Slovakia,0,2,Friendly,Wrocław,Poland,False,Slovakia,Away
2013-11-15,Portugal,Sweden,1,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,Home
2013-11-19,Romania,Greece,1,1,FIFA World Cup qualification,Bucharest,Romania,False,Tie,Tie
2013-11-19,Sweden,Portugal,2,3,FIFA World Cup qualification,Solna,Sweden,False,Portugal,Away
2014-03-05,France,Netherlands,2,0,Friendly,Saint-Denis,France,False,France,Home
2014-03-05,Hungary,Finland,1,2,Friendly,Győr,Hungary,False,Finland,Away
2014-03-05,Spain,Italy,1,0,Friendly,Madrid,Spain,False,Spain,Home
2014-05-13,Germany,Poland,0,0,Friendly,Hamburg,Germany,False,Tie,Tie
2014-05-22,Hungary,Denmark,2,2,Friendly,Debrecen,Hungary,False,Tie,Tie
2014-05-26,Belgium,Luxembourg,5,1,Friendly,Genk,Belgium,False,Belgium,Home
2014-05-28,Denmark,Sweden,1,0,Friendly,Copenhagen,Denmark,False,Denmark,Home
2014-05-29,Finland,Lithuania,0,1,Baltic Cup,Ventspils,Latvia,True,Lithuania,Away
2014-05-29,Latvia,Estonia,0,0,Baltic Cup,Liepāja,Latvia,False,Latvia,Tie
2014-05-31,Finland,Estonia,2,0,Baltic Cup,Ventspils,Latvia,True,Finland,Home
2014-05-31,Latvia,Lithuania,1,0,Baltic Cup,Liepāja,Latvia,False,Latvia,Home
2014-05-31,Portugal,Greece,0,0,Friendly,Oeiras,Portugal,False,Tie,Tie
2014-06-01,Sweden,Belgium,0,2,Friendly,Solna,Sweden,False,Belgium,Away
2014-06-04,Italy,Luxembourg,1,1,Friendly,Perugia,Italy,False,Tie,Tie
2014-06-06,Poland,Lithuania,2,1,Friendly,Gdańsk,Poland,False,Poland,Home
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,Salvador,Brazil,True,Netherlands,Away
2014-06-16,Germany,Portugal,4,0,FIFA World Cup,Salvador,Brazil,True,Germany,Home
2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,True,Germany,Away
2014-09-04,Croatia,Cyprus,2,0,Friendly,Pula,Croatia,False,Croatia,Home
2014-09-04,France,Spain,1,0,Friendly,Saint-Denis,France,False,France,Home
2014-09-04,Italy,Netherlands,2,0,Friendly,Bari,Italy,False,Italy,Home
2014-09-04,Slovakia,Malta,1,0,Friendly,Žilina,Slovakia,False,Slovakia,Home
2014-09-04,Sweden,Estonia,2,0,Friendly,Solna,Sweden,False,Sweden,Home
2014-09-07,Greece,Romania,0,1,UEFA Euro qualification,Piraeus,Greece,False,Romania,Away
2014-09-08,Austria,Sweden,1,1,UEFA Euro qualification,Vienna,Austria,False,Tie,Tie
2014-09-08,Estonia,Slovenia,1,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,Home
2014-09-09,Croatia,Malta,2,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,Home
2014-10-09,Lithuania,Estonia,1,0,UEFA Euro qualification,Vilnius,Lithuania,False,Lithuania,Home
2014-10-09,Slovakia,Spain,2,1,UEFA Euro qualification,Žilina,Slovakia,False,Slovakia,Home
2014-10-10,Bulgaria,Croatia,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,Croatia,Away
2014-10-11,Finland,Greece,1,1,UEFA Euro qualification,Helsinki,Finland,False,Tie,Tie
2014-10-11,France,Portugal,2,1,Friendly,Saint-Denis,France,False,France,Home
2014-10-11,Poland,Germany,2,0,UEFA Euro qualification,Warsaw,Poland,False,Poland,Home
2014-10-11,Romania,Hungary,1,1,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2014-10-12,Lithuania,Slovenia,0,2,UEFA Euro qualification,Vilnius,Lithuania,False,Slovenia,Away
2014-10-12,Luxembourg,Spain,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,Spain,Away
2014-10-13,Malta,Italy,0,1,UEFA Euro qualification,Attard,Malta,False,Italy,Away
2014-10-14,Denmark,Portugal,0,1,UEFA Euro qualification,Copenhagen,Denmark,False,Portugal,Away
2014-10-14,Finland,Romania,0,2,UEFA Euro qualification,Helsinki,Finland,False,Romania,Away
2014-11-14,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary,Home
2014-11-16,Bulgaria,Malta,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,Tie,Tie
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,False,Tie,Tie
2014-11-16,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands,Home
2014-11-18,France,Sweden,1,0,Friendly,Marseille,France,False,France,Home
2014-11-18,Romania,Denmark,2,0,Friendly,Bucharest,Romania,False,Romania,Home
2014-11-18,Slovakia,Finland,2,1,Friendly,Žilina,Slovakia,False,Slovakia,Home
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain,False,Germany,Away
2015-01-19,Finland,Sweden,1,0,Friendly,Abu Dhabi,United Arab Emirates,True,Finland,Home
2015-03-27,Slovakia,Luxembourg,3,0,UEFA Euro qualification,Žilina,Slovakia,False,Slovakia,Home
2015-03-28,Belgium,Cyprus,5,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium,Home
2015-03-28,Bulgaria,Italy,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,Tie,Tie
2015-03-29,France,Denmark,2,0,Friendly,Saint-Étienne,France,False,France,Home
2015-03-29,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,Tie
2015-03-31,Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands,Home
2015-06-05,Hungary,Lithuania,4,0,Friendly,Debrecen,Hungary,False,Hungary,Home
2015-06-07,France,Belgium,3,4,Friendly,Saint-Denis,France,False,Belgium,Away
2015-06-08,Malta,Lithuania,2,0,Friendly,Attard,Malta,False,Malta,Home
2015-06-09,Finland,Estonia,0,2,Friendly,Turku,Finland,False,Estonia,Away
2015-06-12,Croatia,Italy,1,1,UEFA Euro qualification,Split,Croatia,False,Tie,Tie
2015-06-12,Latvia,Netherlands,0,2,UEFA Euro qualification,Riga,Latvia,False,Netherlands,Away
2015-06-12,Malta,Bulgaria,0,1,UEFA Euro qualification,Attard,Malta,False,Bulgaria,Away
2015-06-13,Finland,Hungary,0,1,UEFA Euro qualification,Helsinki,Finland,False,Hungary,Away
2015-06-16,Italy,Portugal,0,1,Friendly,Geneva,Switzerland,True,Portugal,Away
2015-06-16,Poland,Greece,0,0,Friendly,Gdańsk,Poland,False,Tie,Tie
2015-09-03,Italy,Malta,1,0,UEFA Euro qualification,Florence,Italy,False,Italy,Home
2015-09-04,Germany,Poland,3,1,UEFA Euro qualification,Frankfurt am Main,Germany,False,Germany,Home
2015-09-04,Greece,Finland,0,1,UEFA Euro qualification,Piraeus,Greece,False,Finland,Away
2015-09-04,Hungary,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,Tie
2015-09-04,Portugal,France,0,1,Friendly,Lisbon,Portugal,False,France,Away
2015-09-05,Estonia,Lithuania,1,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,Home
2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain,False,Spain,Home
2015-09-06,Cyprus,Belgium,0,1,UEFA Euro qualification,Nicosia,Cyprus,False,Belgium,Away
2015-09-06,Italy,Bulgaria,1,0,UEFA Euro qualification,Palermo,Italy,False,Italy,Home
2015-09-07,Romania,Greece,0,0,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2015-09-08,Slovenia,Estonia,1,0,UEFA Euro qualification,Maribor,Slovenia,False,Slovenia,Home
2015-09-08,Sweden,Austria,1,4,UEFA Euro qualification,Solna,Sweden,False,Austria,Away
2015-10-08,Portugal,Denmark,1,0,UEFA Euro qualification,Braga,Portugal,False,Portugal,Home
2015-10-08,Romania,Finland,1,1,UEFA Euro qualification,Bucharest,Romania,False,Tie,Tie
2015-10-09,Slovenia,Lithuania,1,1,UEFA Euro qualification,Ljubljana,Slovenia,False,Tie,Tie
2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,Logroño,Spain,False,Spain,Home
2015-10-10,Croatia,Bulgaria,3,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,Home
2015-10-11,Denmark,France,1,2,Friendly,Copenhagen,Denmark,False,France,Away
2015-10-11,Greece,Hungary,4,3,UEFA Euro qualification,Piraeus,Greece,False,Greece,Home
2015-10-12,Luxembourg,Slovakia,2,4,UEFA Euro qualification,Luxembourg,Luxembourg,False,Slovakia,Away
2015-10-13,Malta,Croatia,0,1,UEFA Euro qualification,Attard,Malta,False,Croatia,Away
2015-11-13,Belgium,Italy,3,1,Friendly,Brussels,Belgium,False,Belgium,Home
2015-11-13,France,Germany,2,0,Friendly,Saint-Denis,France,False,France,Home
2015-11-13,Luxembourg,Greece,1,0,Friendly,Luxembourg,Luxembourg,False,Luxembourg,Home
2015-11-14,Sweden,Denmark,2,1,UEFA Euro qualification,Solna,Sweden,False,Sweden,Home
2015-11-17,Denmark,Sweden,2,2,UEFA Euro qualification,Copenhagen,Denmark,False,Tie,Tie
2015-11-17,Italy,Romania,2,2,Friendly,Bologna,Italy,False,Tie,Tie
2015-11-17,Luxembourg,Portugal,0,2,Friendly,Luxembourg,Luxembourg,False,Portugal,Away
2016-01-06,Sweden,Estonia,1,1,Friendly,Abu Dhabi,United Arab Emirates,True,Tie,Tie
2016-01-10,Sweden,Finland,3,0,Friendly,Abu Dhabi,United Arab Emirates,True,Sweden,Home
2016-03-23,Romania,Lithuania,1,0,Friendly,Giurgiu,Romania,False,Romania,Home
2016-03-24,Italy,Spain,1,1,Friendly,Udine,Italy,False,Tie,Tie
2016-03-25,Netherlands,France,2,3,Friendly,Amsterdam,Netherlands,False,France,Away
2016-03-25,Portugal,Bulgaria,0,1,Friendly,Leiria,Portugal,False,Bulgaria,Away
2016-03-25,Slovakia,Latvia,0,0,Friendly,Trnava,Slovakia,False,Tie,Tie
2016-03-26,Hungary,Croatia,1,1,Friendly,Budapest,Hungary,False,Tie,Tie
2016-03-26,Poland,Finland,5,0,Friendly,Wrocław,Poland,False,Poland,Home
2016-03-27,Romania,Spain,0,0,Friendly,Cluj,Romania,False,Tie,Tie
2016-03-29,Germany,Italy,4,1,Friendly,Munich,Germany,False,Germany,Home
2016-03-29,Portugal,Belgium,2,1,Friendly,Leiria,Portugal,False,Portugal,Home
2016-05-29,Germany,Slovakia,1,3,Friendly,Augsburg,Germany,False,Slovakia,Away
2016-05-29,Lithuania,Estonia,2,0,Baltic Cup,Klaipėda,Lithuania,False,Lithuania,Home
2016-05-30,Sweden,Slovenia,0,0,Friendly,Malmö,Sweden,False,Tie,Tie
2016-05-31,Austria,Malta,2,1,Friendly,Klagenfurt,Austria,False,Austria,Home
2016-06-01,Belgium,Finland,1,1,Friendly,Brussels,Belgium,False,Tie,Tie
2016-06-01,Latvia,Lithuania,2,1,Baltic Cup,Liepāja,Latvia,False,Latvia,Home
2016-06-01,Poland,Netherlands,1,2,Friendly,Gdańsk,Poland,False,Netherlands,Away
2016-06-04,Austria,Netherlands,0,2,Friendly,Vienna,Austria,False,Netherlands,Away
2016-06-04,Estonia,Latvia,0,0,Baltic Cup,Tallinn,Estonia,False,Tie,Tie
2016-06-04,Germany,Hungary,2,0,Friendly,Gelsenkirchen,Germany,False,Germany,Home
2016-06-06,Italy,Finland,2,0,Friendly,Verona,Italy,False,Italy,Home
2016-06-06,Poland,Lithuania,0,0,Friendly,Cracow,Poland,False,Tie,Tie
2016-06-07,Bulgaria,Denmark,0,4,Kirin Cup,Suita,Japan,True,Denmark,Away
2016-06-08,Portugal,Estonia,7,0,Friendly,Lisbon,Portugal,False,Portugal,Home
2016-06-10,France,Romania,2,1,UEFA Euro,Saint-Denis,France,False,France,Home
2016-06-13,Belgium,Italy,0,2,UEFA Euro,Lyon,France,True,Italy,Away
2016-06-14,Austria,Hungary,0,2,UEFA Euro,Bordeaux,France,True,Hungary,Away
2016-06-16,Germany,Poland,0,0,UEFA Euro,Saint-Denis,France,True,Tie,Tie
2016-06-17,Italy,Sweden,1,0,UEFA Euro,Toulouse,France,True,Italy,Home
2016-06-18,Portugal,Austria,0,0,UEFA Euro,Lyon,France,True,Tie,Tie
2016-06-21,Croatia,Spain,2,1,UEFA Euro,Bordeaux,France,True,Croatia,Home
2016-06-22,Hungary,Portugal,3,3,UEFA Euro,Lyon,France,True,Tie,Tie
2016-06-22,Sweden,Belgium,0,1,UEFA Euro,Nice,France,True,Belgium,Away
2016-06-25,Croatia,Portugal,0,1,UEFA Euro,Lens,France,True,Portugal,Away
2016-06-26,Germany,Slovakia,3,0,UEFA Euro,Villeneuve-d'Ascq,France,True,Germany,Home
2016-06-26,Hungary,Belgium,0,4,UEFA Euro,Toulouse,France,True,Belgium,Away
2016-06-27,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,True,Italy,Home
2016-06-30,Poland,Portugal,1,1,UEFA Euro,Marseille,France,True,Portugal,Tie
2016-07-02,Germany,Italy,1,1,UEFA Euro,Bordeaux,France,True,Germany,Tie
2016-07-07,France,Germany,2,0,UEFA Euro,Marseille,France,False,France,Home
2016-07-10,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,False,Portugal,Away
2016-08-31,Estonia,Malta,1,1,Friendly,Pärnu,Estonia,False,Tie,Tie
2016-08-31,Germany,Finland,2,0,Friendly,Mönchengladbach,Germany,False,Germany,Home
2016-09-01,Belgium,Spain,0,2,Friendly,Brussels,Belgium,False,Spain,Away
2016-09-01,Italy,France,1,3,Friendly,Bari,Italy,False,France,Away
2016-09-01,Netherlands,Greece,1,2,Friendly,Eindhoven,Netherlands,False,Greece,Away
2016-09-02,Latvia,Luxembourg,3,1,Friendly,Riga,Latvia,False,Latvia,Home
2016-09-04,Lithuania,Slovenia,2,2,FIFA World Cup qualification,Vilnius,Lithuania,False,Tie,Tie
2016-09-06,Bulgaria,Luxembourg,4,3,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Home
2016-09-06,Cyprus,Belgium,0,3,FIFA World Cup qualification,Nicosia,Cyprus,False,Belgium,Away
2016-09-06,Sweden,Netherlands,1,1,FIFA World Cup qualification,Solna,Sweden,False,Tie,Tie
2016-10-06,Italy,Spain,1,1,FIFA World Cup qualification,Turin,Italy,False,Tie,Tie
2016-10-07,France,Bulgaria,4,1,FIFA World Cup qualification,Saint-Denis,France,False,France,Home
2016-10-07,Greece,Cyprus,2,0,FIFA World Cup qualification,Piraeus,Greece,False,Greece,Home
2016-10-07,Luxembourg,Sweden,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Sweden,Away
2016-10-08,Poland,Denmark,3,2,FIFA World Cup qualification,Warsaw,Poland,False,Poland,Home
2016-10-08,Slovenia,Slovakia,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,Slovenia,Home
2016-10-09,Finland,Croatia,0,1,FIFA World Cup qualification,Tampere,Finland,False,Croatia,Away
2016-10-10,Estonia,Greece,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,Greece,Away
2016-10-10,Latvia,Hungary,0,2,FIFA World Cup qualification,Riga,Latvia,False,Hungary,Away
2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,France,Away
2016-10-10,Sweden,Bulgaria,3,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Home
2016-10-11,Lithuania,Malta,2,0,FIFA World Cup qualification,Vilnius,Lithuania,False,Lithuania,Home
2016-11-09,Netherlands,Belgium,1,1,Friendly,Amsterdam,Netherlands,False,Tie,Tie
2016-11-11,France,Sweden,2,1,FIFA World Cup qualification,Saint-Denis,France,False,France,Home
2016-11-11,Malta,Slovenia,0,1,FIFA World Cup qualification,Attard,Malta,False,Slovenia,Away
2016-11-11,Romania,Poland,0,3,FIFA World Cup qualification,Bucharest,Romania,False,Poland,Away
2016-11-11,Slovakia,Lithuania,4,0,FIFA World Cup qualification,Trnava,Slovakia,False,Slovakia,Home
2016-11-13,Belgium,Estonia,8,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,Home
2016-11-13,Luxembourg,Netherlands,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Netherlands,Away
2016-11-13,Portugal,Latvia,4,1,FIFA World Cup qualification,Faro,Portugal,False,Portugal,Home
2016-11-14,Poland,Slovenia,1,1,Friendly,Wrocław,Poland,False,Tie,Tie
2016-11-15,Austria,Slovakia,0,0,Friendly,Vienna,Austria,False,Tie,Tie
2016-11-15,Italy,Germany,0,0,Friendly,Milan,Italy,False,Tie,Tie
2017-03-25,Belgium,Greece,1,1,FIFA World Cup qualification,Brussels,Belgium,False,Tie,Tie
2017-03-25,Bulgaria,Netherlands,2,0,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Home
2017-03-25,Cyprus,Estonia,0,0,FIFA World Cup qualification,Nicosia,Cyprus,False,Tie,Tie
2017-03-25,Luxembourg,France,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,Away
2017-03-25,Portugal,Hungary,3,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,Home
2017-03-26,Malta,Slovakia,1,3,FIFA World Cup qualification,Attard,Malta,False,Slovakia,Away
2017-03-26,Romania,Denmark,0,0,FIFA World Cup qualification,Cluj,Romania,False,Tie,Tie
2017-03-28,Austria,Finland,1,1,Friendly,Innsbruck,Austria,False,Tie,Tie
2017-03-28,Estonia,Croatia,3,0,Friendly,Tallinn,Estonia,False,Estonia,Home
2017-03-28,France,Spain,0,2,Friendly,Saint-Denis,France,False,Spain,Away
2017-03-28,Netherlands,Italy,1,2,Friendly,Amsterdam,Netherlands,False,Italy,Away
2017-03-28,Portugal,Sweden,2,3,Friendly,Funchal,Portugal,False,Sweden,Away
2017-06-03,Portugal,Cyprus,4,0,Friendly,Estoril,Portugal,False,Portugal,Home
2017-06-06,Denmark,Germany,1,1,Friendly,Brøndby,Denmark,False,Tie,Tie
2017-06-09,Estonia,Belgium,0,2,FIFA World Cup qualification,Tallinn,Estonia,False,Belgium,Away
2017-06-09,Latvia,Portugal,0,3,FIFA World Cup qualification,Riga,Latvia,False,Portugal,Away
2017-06-09,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands,Home
2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Home
2017-06-10,Lithuania,Slovakia,1,2,FIFA World Cup qualification,Vilnius,Lithuania,False,Slovakia,Away
2017-06-10,Poland,Romania,3,1,FIFA World Cup qualification,Warsaw,Poland,False,Poland,Home
2017-06-10,Slovenia,Malta,2,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,Slovenia,Home
2017-06-12,Latvia,Estonia,1,2,Friendly,Riga,Latvia,False,Estonia,Away
2017-08-31,Bulgaria,Sweden,3,2,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,Home
2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,Saint-Denis,France,False,France,Home
2017-08-31,Greece,Estonia,0,0,FIFA World Cup qualification,Piraeus,Greece,False,Tie,Tie
2017-08-31,Hungary,Latvia,3,1,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Home
2017-09-01,Denmark,Poland,4,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,Home
2017-09-01,Slovakia,Slovenia,1,0,FIFA World Cup qualification,Trnava,Slovakia,False,Slovakia,Home
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain,False,Spain,Home
2017-09-03,Estonia,Cyprus,1,0,FIFA World Cup qualification,Tallinn,Estonia,False,Estonia,Home
2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,Toulouse,France,False,Tie,Tie
2017-09-03,Greece,Belgium,1,2,FIFA World Cup qualification,Piraeus,Greece,False,Belgium,Away
2017-09-03,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,False,Portugal,Away
2017-09-03,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Home
2017-09-04,Slovenia,Lithuania,4,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,Slovenia,Home
2017-10-05,Malta,Lithuania,1,1,FIFA World Cup qualification,Attard,Malta,False,Tie,Tie
2017-10-06,Croatia,Finland,1,1,FIFA World Cup qualification,Rijeka,Croatia,False,Tie,Tie
2017-10-07,Bulgaria,France,0,1,FIFA World Cup qualification,Sofia,Bulgaria,False,France,Away
2017-10-07,Cyprus,Greece,1,2,FIFA World Cup qualification,Nicosia,Cyprus,False,Greece,Away
2017-10-07,Sweden,Luxembourg,8,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Home
2017-10-08,Denmark,Romania,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Tie,Tie
2017-10-08,Slovakia,Malta,3,0,FIFA World Cup qualification,Trnava,Slovakia,False,Slovakia,Home
2017-10-10,Belgium,Cyprus,4,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,Home
2017-10-10,Luxembourg,Bulgaria,1,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Tie,Tie
2017-10-10,Netherlands,Sweden,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,Home
2017-11-09,Croatia,Greece,4,1,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia,Home
2017-11-09,Finland,Estonia,3,0,Friendly,Helsinki,Finland,False,Finland,Home
2017-11-09,Luxembourg,Hungary,2,1,Friendly,Luxembourg,Luxembourg,False,Luxembourg,Home
2017-11-10,Sweden,Italy,1,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Home
2017-11-12,Greece,Croatia,0,0,FIFA World Cup qualification,Piraeus,Greece,False,Tie,Tie
2017-11-12,Malta,Estonia,0,3,Friendly,Attard,Malta,False,Estonia,Away
2017-11-13,Italy,Sweden,0,0,FIFA World Cup qualification,Milan,Italy,False,Tie,Tie
2017-11-14,Germany,France,2,2,Friendly,Cologne,Germany,False,Tie,Tie
